,Alcohol,Appellation,Category,Points,Price,Review,Wine,Winery,Year,Variety,State
3632,14.5,"Walla Walla Valley (WA), Columbia Valley, Washington, US",Red,94,60.0,"Somewhat lighter in color, this wine has expressive aromas, with notes of cigar box, green and black olive, fresh parsley, funk, grilled asparagus, wet stone, ember, black pepper, prosciutto and fresh herb, leaning hard into the savory. The palate shimmers with intensity, packed with sleek but rich, incredibly flavorful flower, earth and smoked-meat notes that persist on the ultralong olive and smoked-meat filled finish. It's a stunner.",Sleight of Hand 2015 Psychedelic Stoney Vine Vineyard Syrah (Walla Walla Valley (WA)),Sleight of Hand,2015.0,Syrah,Washington
3633,11.7,Strange Family Vineyards,White,94,42.0,"Very tightly wound on the nose, this bottling is fresh and without many frills, allowing the bright lemon rind, chilled nectarine and crushed chalk aromas to stand clean and pure. There are flashes of honeysuckle and cherimoya on the palate, but it too is very taut and sharp, with crushed sea shells and the slightest hint of oak arising on the finish.",Strange Family Vineyards 2015 Chardonnay (Sta. Rita Hills),Strange Family Vineyards,2015.0,Chardonnay,
3634,13.7,"Arroyo Grande Valley, Central Coast, California, US",Red,94,75.0,"Very delicate at first, this single-vineyard expression opens slowly but steadily into sagebrush, elderflower, jasmine, hibiscus and framboise on the nose. On the palate, bright flavors are seamlessly integrated and enveloped in a light but taut texture, proving ethereal and delicious all at once.",Talley 2015 Rosemary's Vineyard Estate Bottled Pinot Noir (Arroyo Grande Valley),Talley,2015.0,Pinot Noir,California
3635,14.9,"Rutherford, Napa, California, US",Red,94,120.0,"From a site on the eastern edges of the appellation, this wine offers robust aromas of pencil shavings, cedar and dried herb. Black peppercorn, vanilla and black currant flavors make for a savory and fruity palate that is supported by a grip of tannins. Enjoy 2025–2030.",Nickel & Nickel 2015 C.C. Ranch Cabernet Sauvignon (Rutherford),Nickel & Nickel,2015.0,Cabernet Sauvignon,California
3636,13.9,"Santa Cruz Mountains, Central Coast, California, US",Red,94,80.0,"Dark in the glass, this bottling from an extremely coastal vineyard shows black plum, intense cola, baked earth and hints of bay leaf and white pepper on the nose. Framed by bright acidity and a tight structure, the palate is savory with salt and pepper, salted plum and hibiscus flavors. It is a thought-provoking wine.",Pescadero Creek 2014 Pascale Pinot Noir (Santa Cruz Mountains),Pescadero Creek,2014.0,Pinot Noir,California
3637,14.5,Ramey,White,94,42.0,"This is one heck of a deal for a wine of this quality and substance. Sourced from four ranches farmed by the Dutton family, as well as the producer's estate and two Rochioli sites, it shows the beauty of blending from such incredible places—a study in exotic lemony quince and soft supple structure. The lasting finish is textured and complex.",Ramey 2015 Chardonnay (Russian River Valley),Ramey,2015.0,Chardonnay,
3638,15.4,"Contra Costa County, Central Coast, California, US",Red,94,36.0,"Extremely ripe, rich and seductive, this wine has immense fruit flavors, handsome oak accents and a gorgeous sense of concentration and creaminess on the palate. It layers accents of vanilla, nutmeg and maple between waves of deep blackberry and blueberry, with a long, lingering finish.",Three 2015 Evangelho Zinfandel (Contra Costa County),Three,2015.0,Zinfandel,California
3639,13.3,Williams Selyem,Red,94,39.0,"Bright, vivid aromas of purple and red flowers, fennel pollen, dried cranberry and crushed slate drop into a palate that's zippy in acidity. Flavors of dark hibiscus, elderberry jam, thyme and more fennel fly across the palate.",Williams Selyem 2016 Pinot Noir (Central Coast),Williams Selyem,2016.0,Pinot Noir,
3640,14.1,Barden,White,94,48.0,"Very tightly focused on the nose, this bottling by Doug Margerum, shows Meyer lemon pith, crushed seashells, lime skin and a hint of honeysuckle on the nose. It's extremely zippy and racy on the palate, with a taut texture that conveys flavors of kumquat, lemon-lime and butter-brushed Asian pears.",Barden 2016 Chardonnay (Sta. Rita Hills),Barden,2016.0,Chardonnay,
3641,13.0,"Edna Valley, Central Coast, California, US",White,94,45.0,"Tightly wound, bright and fresh aromas of lychee, light caramel and white peach make for a delicious entry to this bottling by Winemaker Fintan du Fresne. A chalky texture on the palate delivers complex and intertwined flavors of almond, Meyer lemon and pear.",Chamisal Vineyards 2015 Califa Estate Grown Chardonnay (Edna Valley),Chamisal Vineyards,2015.0,Chardonnay,California
3642,12.0,"Carneros, Napa-Sonoma, California, US",Sparkling,94,135.0,"With a heady entry of rose petal, this sparkling blend is rich, creamy and lush in bold flavors of cherry, strawberry and Creamsicle. Integrated and lushly complex, it offers well-defined acidity and freshness amidst a crisp layered body of delicious flavor.",Domaine Carneros 2012 Le Rêve Rosé Sparkling (Carneros),Domaine Carneros,2012.0,Sparkling Blend,California
3643,13.5,"Green Valley, Sonoma, California, US",Red,94,62.0,"High toned in a rose petal aroma, the palate of this wine is bright in acidity yet medium in build and complex. The concentration of the vintage is on full display in velvety layers of raspberry and strawberry coated in nutmeg and Asian spice.",Dutton-Goldfield 2015 Dutton Ranch Emerald Ridge Vineyard Pinot Noir (Green Valley),Dutton-Goldfield,2015.0,Pinot Noir,California
3644,14.2,"Sonoma Coast, Sonoma, California, US",White,94,39.0,This white is bold and brawny in up-front apple and mango flavors and broadly structured and expansive on the palate in fleshy lush waves. An exotic back note of vanilla butterscotch beckons amid a tight tart finish that freshens as it lingers.,Keller 2015 La Cruz Vineyard Chardonnay (Sonoma Coast),Keller,2015.0,Chardonnay,California
3645,14.5,"Anderson Valley, Mendocino County, California, US",Red,94,84.0,"Bright fruit flavors and lavish oak tones burst from the glass. They're followed by mouthcoating flavors of black cherry, clove and cranberry. For all that richness, it also has good structure due to firm tannins and lively acidity that give it balance. Enjoy now–2022.",Goldeneye 2015 Gowan Creek Vineyard Pinot Noir (Anderson Valley),Goldeneye,2015.0,Pinot Noir,California
3646,12.0,"Carneros, Napa-Sonoma, California, US",Sparkling,94,42.0,"From estate-grown grapes, mostly Pinot Noir, with 37% Chardonnay, this wine has a lovely orange-copper color and intense aromatics of peach and apple. Dry and complex, it offers structure and beauty in equal measure, with defined acidity and lasting freshness.",Domaine Carneros 2014 Brut Rosé Sparkling (Carneros),Domaine Carneros,2014.0,Sparkling Blend,California
3647,14.1,"Russian River Valley, Sonoma, California, US",Red,94,76.0,"From a site high above Green Valley, typically above the fog and in view of the ocean, this is a spicy, forested and savory wine, textured like nobody's business. Rhubarb, cranberry and wild strawberry attempt to intrude, and do quietly, but it's the cardamom and white pepper that persist most emphatically.",Ram's Gate 2015 Ulises Valdez Silver Eagle Vineyard Pinot Noir (Russian River Valley),Ram's Gate,2015.0,Pinot Noir,California
3648,14.5,Bella Union,Red,94,80.0,"Fermented in stainless steel, then aged 16 months in French oak (60% new), this wine is brightly aromatic in tones of cherry, cassis and spicy clove. Supple and integrated on the palate, it has depth at its core, with an intense ripe berry flavor.",Bella Union 2015 Cabernet Sauvignon (Napa Valley),Bella Union,2015.0,Cabernet Sauvignon,
3649,14.9,"Napa Valley, Napa, California, US",Red,94,80.0,"Made by Philippe Melka, this wine sources fruit from across the valley, adding in 7% Petit Verdot. Structured, chalky tannins settle into a soft, billowy entry of cassis, clove and quiet oak. Dried herb and additional baking spices touch up the lengthy finish.",Lail 2015 Blueprint Cabernet Sauvignon (Napa Valley),Lail,2015.0,Cabernet Sauvignon,California
3650,13.9,"Bennett Valley, Sonoma, California, US",White,94,30.0,"This block is home to a mysterious clone of Sauvignon Blanc that appears to be the only one of its kind in the region and thought to hail originally from Northern Italy. The resulting wine is citrus-driven on the nose and on the palate—a pure expression that shows complexity and rich layers of flavor, with an intensity of lemongrass.",Grey Stack 2017 Rosemary's Block Dry Stack Vineyard Sauvignon Blanc (Bennett Valley),Grey Stack,2017.0,Sauvignon Blanc,California
3651,14.8,"Green Valley, Sonoma, California, US",White,94,65.0,"This is a substantial complex white, reduced nobly on the nose, with an exotic hint of oak spice and matchstick. Bright focused acidity lifts a grainy texture of mineral-laden stoniness, as high-toned aspects of tangerine and grapefruit underline the freshness that lingers with length.",Hartford Court 2015 Fog Dance Vineyard Chardonnay (Green Valley),Hartford Court,2015.0,Chardonnay,California
3652,14.9,"Carneros, Napa-Sonoma, California, US",White,94,52.0,"This is a perennially impressive wine, floral in a heady perfume of white roses. Fresh and fleshy, the expansive palate offers concentrated flavors of kiwi and pineapple. The wine was largely fermented in oak, then aged just over a year in French oak (75% new). It holds the oak well, ending bright in juicy acidity.",Shafer 2016 Red Shoulder Ranch Chardonnay (Carneros),Shafer,2016.0,Chardonnay,California
3653,14.7,"Russian River Valley, Sonoma, California, US",White,93,50.0,"From a relatively warm site, this wine is rich and tropical, with a lovely texture. Sourced from multiple vineyards along the Laguna Ridge and from older plantings, it has high-toned aspects of tangerine and stone with a warmth of Gravenstein apple and pear. The medium structure supports integrated oak and body.",Hartford Court 2015 Four Hearts Vineyards Chardonnay (Russian River Valley),Hartford Court,2015.0,Chardonnay,California
3654,14.7,"Carneros, Napa-Sonoma, California, US",Red,93,70.0,"This earthy wine is not loud on the nose in fruit tones, yet brings notes of mushroom, chalky, soot and compost to the fore. It's tannic and dense on the palate, with a forest-floor character alongside notes of savory Asian spice and ripe red fruit.",Hartford Court 2015 Sevens Bench Vineyard Pinot Noir (Carneros),Hartford Court,2015.0,Pinot Noir,California
3655,14.8,"Sonoma Coast, Sonoma, California, US",White,93,65.0,"This is made from grapes grown within a small block of the larger Durell Vineyard, on a slope that's rocky in soil and helps impart minerality and an undeniable note of flinty stone to the wine. Flowers, earth and dried herb persist, with a hint of ginger as the robust palate takes on fleshy white-peach and citrus flavors and a lasting impression of oak.",Hartford Court 2015 Stone Côte Chardonnay (Sonoma Coast),Hartford Court,2015.0,Chardonnay,California
3656,14.4,B Cellars,Red,93,60.0,"Robustly aromatic in earth and a happy explosion of wild strawberry, with a hit of tangerine tanginess, this wine is well-made and integrated. The tannins are textured and add complexity without getting in the way, and serve as an overall balance to the ripeness and fruit.",B Cellars 2016 Pinot Noir (Sonoma Coast),B Cellars,2016.0,Pinot Noir,
3657,12.5,"Seneca Lake, Finger Lakes, New York, US",White,93,36.0,"This wine is sourced from a 24-acre vineyard on the northwestern part of Seneca Lake. While exuding ultraripeness in its plush stone fruit, pineapple and white blossom tones on the nose, there's still great deal of balance and finesse. The palate is broad and expansive in flavors of soft yellow apple, juicy apricot and white plum, with a fresh line of acidity maintaining focus. White tea tannins offer some grip and astringency on the midpalate, extending into the long, lingering finish.",Hermann J. Wiemer 2016 Magdalena Vineyard Estate Bottled and Grown Riesling (Seneca Lake),Hermann J. Wiemer,2016.0,Riesling,New York
3658,14.3,"Napa Valley, Napa, California, US",White,93,40.0,"This barrel-fermented white is made from three stellar vineyard sites: Crocker, Farella and Rewa, the latter two in Coombsville. Philippe Melka makes the wine. Smooth, soft and floral, it has citrus-driven acidity that keeps it fresh in the glass against a backdrop of stunning complexity and lush texture.",Lail 2016 Blueprint Sauvignon Blanc (Napa Valley),Lail,2016.0,Sauvignon Blanc,California
